id	name	sumary	desciption	rating	reviewCount	popularity	tags	openTime	closeTime	priceVND	houseNumber	street	   ward	district	city	Tọa độ	URL	phone	Img name	dwell	Img url
199	Nhà cổ Trăm Cột	Kiệt tác kiến trúc gỗ Nam Bộ.	Ngôi nhà rường kiểu Huế độc đáo với 120 cột gỗ quý chạm khắc tinh xảo, tồn tại hơn một thế kỷ.	4.4	1400	84	Di tích	07:00	17:00	0	NULL	Hữu Đạo	Xã Long Hựu Đông	H. Cần Đước	Long An	10.482612060714544, 106.69166042908233	https://www.google.com/maps/place/Hundred+columns+house/@10.4825131,106.6904609,18.02z/data=!4m6!3m5!1s0x317548f656b4a933:0x5386791bb374b5af!8m2!3d10.4824971!4d106.6914738!16s%2Fg%2F1hc0g51n2?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	nha-co-tram-cot.jpg	45	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR5LXZTyNSAiNarXm0GMZVUOlLtJImLQ5lAJIr6Fgv8ZWvY1H2Je8l1NMIDLDW1
200	Chùa Tôn Thạnh	Nơi ra đời Văn tế nghĩa sĩ Cần Giuộc.	Ngôi chùa cổ nơi cụ Nguyễn Đình Chiểu từng sống, dạy học và sáng tác văn thơ yêu nước.	4.5	800	72	Di tích	07:00	18:00	0	NULL	ĐT 835	Xã Mỹ Lộc	H. Cần Giuộc	Long An	10.605406845218543, 106.6464920741178	https://www.google.com/maps/place/Ton+Thanh+Pagoda/@10.6050316,106.6452203,18.27z/data=!4m6!3m5!1s0x317536ba23f06d1f:0x8add65593c08d301!8m2!3d10.605311!4d106.6463739!16s%2Fg%2F120jfj00?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	chua-ton-thanh.jpg	30	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQT4sxMLY1vgRZFHkmDjoUkZtxxCnfHmouTtSZ4EKQ6rUOtEuF11A-Qd0WlX64Q
201	Chùa Nổi (Cổ Sơn Tự)	Ngôi chùa bí ẩn trên gò đất.	Chùa nằm trên gò đất chưa bao giờ bị ngập nước dù lũ lớn, gắn liền với nhiều truyền thuyết linh thiêng.	4.4	600	75	Di tích	07:00	17:00	0	NULL	ĐT 831	Xã Tuyên Bình	TX. Kiến Tường	Long An	10.818245682273185, 105.85888667933648	https://maps.app.goo.gl/Vzmpwe6krCRQrNbP7	NULL	chua-noi.jpg	45	https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ5Bv1RUGysH7agXVlSV1RvYnkFGwH1MRritjnXNt5m_Bhr5YfSknYge0WYO-Nu
202	KDL Happyland	Xứ sở hạnh phúc bên sông.	Khu giải trí phức hợp với không gian văn hóa 3 miền, trường đua xe chuyên nghiệp và vườn hoa rực rỡ.	3.9	2500	83	Giải trí	07:00	21:00	180000	NULL	QL1A	Xã Thạnh Đức	H. Bến Lức	Long An	10.637223611299936, 106.46187102677054	https://www.google.com/maps/place/Happy+Land+Square+-+Happy+Land+Tourist+Area/@10.6414625,106.4571611,16z/data=!4m10!1m2!2m1!1sKDL+Happyland!3m6!1s0x310acd3b3886fbfb:0xcd654e439042ffd9!8m2!3d10.6368218!4d106.461227!15sCg1LREwgSGFwcHlsYW5kWg8iDWtkbCBoYXBweWxhbmSSAQRwYXJrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5DTFdFelVFeFJFQUXgAQD6AQQIABA-!16s%2Fg%2F11h4g9h4wc?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	2723636888	happyland.jpg	150	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQDTNvtSrDwKxawY83MxKMTMcy7TctNE1RdUqS9dkmLvk7ydEgFMQMwXBJJTCHA
203	Công viên Nước Rio	Giải nhiệt mùa hè.	Công viên nước hiện đại với hồ bơi, sông lười và các trò chơi dưới nước hấp dẫn cho gia đình.	4.0	900	76	Giải trí	08:00	17:00	80000	NULL	ĐT 825	Xã Hòa Khánh Đông	H. Đức Hòa	Long An	10.840613279841454, 106.42677334621753	https://www.google.com/maps/place/Rio+Water+Park/@10.8408618,106.4261408,18.27z/data=!4m6!3m5!1s0x310ad78a3b1cc52d:0xb69d1cdb63605a15!8m2!3d10.8405298!4d106.4265452!16s%2Fg%2F11h1ht0pcz?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	cong-vien-nuoc-rio.jpg	180	https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcToPN0ZeprvJk9iXXNCmmwCdK3kxgjPOs7VLgr87CxxhmlksFqsXnOCWrbRaa7LznxTtZ4qJxSvZevn2CRMlAPVROjJJV1gR-yT0-lCOwxb3orv6Q4
204	Đồn Rạch Cát	Pháo đài quân sự kiên cố.	Di tích kiến trúc quân sự thời Pháp với hệ thống hầm ngầm, lỗ châu mai nơi cửa sông chiến lược.	4.3	500	70	Lịch sử	07:00	17:00	0	NULL	Đê bao	Xã Long Hựu Đông	H. Cần Đước	Long An	10.506211471128989, 106.728287320906	https://www.google.com/maps/place/%C4%90%E1%BB%93n+R%E1%BA%A1ch+C%C3%A1t/@10.506373,106.7262118,17.76z/data=!4m10!1m2!2m1!1zxJDhu5NuIFLhuqFjaCBDw6F0!3m6!1s0x317547e0bf000001:0x84c12daede1a57c2!8m2!3d10.5060953!4d106.7280711!15sChLEkOG7k24gUuG6oWNoIEPDoXSSAQ1taWxpdGFyeV9iYXNl4AEA!16s%2Fg%2F11w_vk211c?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	don-rach-cat.jpg	60	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT5q0cyjJ1sQKQ5-2wAorwyga3l8L5Dy4yrOGqQPWrK-r-NVwCPFP4BgJTMaIwU
205	Di tích Vàm Nhựt Tảo	Nơi hỏa hồng Nhựt Tảo oanh thiên.	Khu tưởng niệm nơi anh hùng Nguyễn Trung Trực đốt cháy tàu Pháp L'Espérance trên sông Vàm Cỏ Đông.	4.5	700	72	Lịch sử	07:30	17:00	0	NULL	ĐT 832	Xã An Nhựt Tân	H. Tân Trụ	Long An	10.560990504509624, 106.51777349049617	https://www.google.com/maps/place/Khu+di+t%C3%ADch+l%E1%BB%8Bch+s%E1%BB%AD+V%C3%A0m+Nh%E1%BB%B1t+T%E1%BA%A3o/@10.560902,106.5165475,18.02z/data=!4m6!3m5!1s0x310acac7499e0e1f:0x6e7d47ddcedb3fd!8m2!3d10.5608486!4d106.5176027!16s%2Fg%2F11f1mw5xp4?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	vam-nhut-tao.jpg	45	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwiEFMK_9zqCkUZvxIaqU5QPnLgCnvpac8Jzp2YWis5T1vyfc-tTcU7Uf76iyb
206	Tượng đài Long An Trung dũng kiên cường	Trung dũng kiên cường, toàn dân đánh giặc.	Quần thể tượng đài hoành tráng tôn vinh 8 chữ vàng mà Bác Hồ trao tặng cho quân dân Long An.	4.6	900	74	Lịch sử	07:00	17:00	0	NULL	QL1A	Phường 5	TP. Tân An	Long An	10.559481205036048, 106.41747743694836	https://www.google.com/maps/place/Long+An+Victory+Monument/@10.5593218,106.4170578,19.29z/data=!4m6!3m5!1s0x310ac9a3e5d31fd1:0xe63c085ebfb77aac!8m2!3d10.5594439!4d106.4174041!16s%2Fg%2F11pb7xh5rh?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	tuong-dai-long-an.jpg	30	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoNiiYlKX9FNb3lwP8cQnQ08F8OAzeB5xwE2aLRBgpkCqh9nMCHwZyUOSD5bF_
207	Chợ Cần Giuộc	Chợ quê truyền thống.	Ngôi chợ lâu đời nổi tiếng với bài "Văn tế nghĩa sĩ Cần Giuộc" và các sản vật địa phương như mắm còng.	4.1	1200	75	Mua sắm	05:00	19:00	0	NULL	QL50	TT. Cần Giuộc	H. Cần Giuộc	Long An	10.610442274174037, 106.67101075590382	https://www.google.com/maps/place/Can+Giuoc+Market/@10.6104371,106.6698695,18.02z/data=!4m6!3m5!1s0x317536d6ced66027:0xcbad3f0f259ba0de!8m2!3d10.6103363!4d106.6708549!16s%2Fg%2F1v62f4dq?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	cho-can-giuoc.jpg	45	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiye3cSnf7WcDXPRM2XfkT_b0oZzv7sjC9rhRQrBo2XtyaFlIKoF2GFaLxKqjT
208	Cửa khẩu Quốc tế Bình Hiệp	Cửa ngõ biên giới Campuchia.	Khu kinh tế cửa khẩu nhộn nhịp, nơi mua sắm hàng miễn thuế và tham quan cột mốc biên giới.	4.0	1500	70	Mua sắm	06:00	22:00	0	NULL	QL62	Xã Bình Hiệp	TX. Kiến Tường	Long An	10.838882537509232, 105.93099652155246	https://www.google.com/maps/place/C%E1%BB%ADa+kh%E1%BA%A9u+qu%E1%BB%91c+t%E1%BA%BF+B%C3%ACnh+Hi%E1%BB%87p/@10.8385875,105.9279978,17z/data=!3m1!4b1!4m6!3m5!1s0x310afc844bc0e101:0x50c5375fcf5cf6f1!8m2!3d10.8385875!4d105.9305781!16s%2Fg%2F11gxd8w3mn?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	cua-khau-binh-hiep.jpg	45	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQwoiDV-iid9-s71d886ZInEWDXJoitoCsnksr4yUQiy1hsKjHFOXKjDPmtEqpB
209	Làng nổi Tân Lập	Rừng tràm bí ẩn.	Nổi tiếng với con đường bê tông xuyên rừng tràm dài nhất Việt Nam và tháp canh ngắm toàn cảnh Đồng Tháp Mười.	4.2	2800	88	Sinh thái	07:00	17:00	60000	NULL	QL62	Xã Tân Lập	H. Mộc Hóa	Long An	10.715061818109916, 105.98759230126525	https://www.google.com/maps/place/L%C3%A0ng+N%E1%BB%95i+T%C3%A2n+L%E1%BA%ADp/@10.7148381,105.9864033,18.02z/data=!4m9!3m8!1s0x310aef7085439879:0xdb8d266f16711875!5m2!4m1!1i2!8m2!3d10.7148701!4d105.9873891!16s%2Fg%2F11fct33rj2?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	966968133	lang-noi-tan-lap.jpg	120	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcTpAegvdKKe2iEGM0Io3aGGgafvQpQaVMzCfe-rZhQXeCrEjYFxQuLBLlEjmpZUrszzKjSCkV3iHGuHBw09zu_aVrPF2nZIn8l-DIdi5HcfBw20eU0
210	KDL Cánh đồng bất tận	Phim trường thiên nhiên hoang dã.	Khu bảo tồn dược liệu, bối cảnh phim "Cánh đồng bất tận", nơi tìm về thiên nhiên trong lành.	4.3	1200	82	Sinh thái	07:00	17:00	150000	NULL	QL62	Xã Bình Phong Thạnh	H. Mộc Hóa	Long An	10.725198230439151, 106.08514561444996	https://www.google.com/maps/place/KDL+C%C3%A1nh+%C4%90%E1%BB%93ng+B%E1%BA%A5t+T%E1%BA%ADn/@10.7251826,106.083676,18.02z/data=!4m10!3m9!1s0x310ae8bf236bbf3f:0x975de6ccddca532b!5m3!1s2025-11-30!4m1!1i2!8m2!3d10.7251072!4d106.0848807!16s%2Fg%2F11hbp5hl9n?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	2723961166	canh-dong-bat-tan.jpg	150	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQVpEiMQOgGpkMx0lnC6K0IU4TlyLU604KAO8syepW0GBvf9dyWXtrkI1h4VnTT
211	Khu bảo tồn Láng Sen	Vùng đất ngập nước Ramsar.	Khu bảo tồn đa dạng sinh học với đồng sen, súng bạt ngàn và là sân chim của nhiều loài quý hiếm.	4.2	800	84	Sinh thái	07:00	17:00	40000	NULL	Vĩnh Lợi	Xã Vĩnh Lợi	H. Tân Hưng	Long An	10.78709475552219, 105.72001386286783	https://www.google.com/maps/place/KHU+B%E1%BA%A2O+T%E1%BB%92N+%C4%90%E1%BA%A4T+NG%E1%BA%ACP+N%C6%AF%E1%BB%9AC+L%C3%81NG+SEN/@10.7870427,105.7186713,18.02z/data=!4m6!3m5!1s0x310a57003ae07cc7:0x40e5269145b26388!8m2!3d10.7869787!4d105.7197766!16s%2Fg%2F11mcd4vv45?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	khu-bao-ton-lang-sen.jpg	180	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_kNi29IjrYjUczWKFX038TAMYqd7hOnEo4lxloOQrxTulZIwukzye39Emu7nW
212	Vườn thanh long Châu Thành	Vương quốc rồng xanh.	Những vườn thanh long bạt ngàn chạy dài tít tắp, lung linh huyền ảo khi chong đèn vào ban đêm.	4.3	600	82	Sinh thái	07:00	17:00	0	NULL	Tầm Vu	H. Châu Thành	H. Châu Thành	Long An	10.435244742331866, 106.43498949882583	https://www.google.com/maps/place/V%C6%B0%E1%BB%9Dn+Thanh+Long/@10.4349493,106.4331495,17z/data=!4m6!3m5!1s0x310ab152e3051f0d:0x5f5eab67890957d8!8m2!3d10.4350232!4d106.4347964!16s%2Fg%2F11mdckg_g2?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	vuon-thanh-long.jpg	60	https://image.phunuonline.com.vn/fckeditor/upload/2025/20250107/images/5.jpg_301736288997.jpg
213	Làng cổ Phước Lộc Thọ	Bộ sưu tập nhà gỗ cổ ba miền.	Quần thể nhà gỗ, nhà rường cổ được sưu tầm từ khắp nơi, mang vẻ đẹp hoài cổ và sang trọng.	4.2	1100	80	Văn hóa	07:00	17:00	40000	NULL	ĐT 824	Xã Hữu Thạnh	H. Đức Hòa	Long An	10.800891671812563, 106.43594536462543	https://www.google.com/maps/place/Phuoc+Loc+Tho+Ancient+Village/@10.8008501,106.4348729,18.02z/data=!4m6!3m5!1s0x310ad1515e8f7583:0xdb35615f49072e8f!8m2!3d10.8007963!4d106.4357369!16s%2Fg%2F12hmgnl0w?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	918123456	lang-co-phuoc-loc-tho.jpg	60	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcSpNejePQDxqnd7xEeFSyY45o7H0WTS2dBoq6k3uXGV4fjoNYtyjcoyL5kkjxBU-vV7ftxoNgvWqbn4N-v7lxUAiT5pR_bP14x3DltOBHmgM2roQO0
214	Vườn thú Mỹ Quỳnh (Safari)	Vườn thú bán hoang dã.	Nơi quan sát thú dữ như hổ, sư tử ở cự ly gần và vui chơi tại công viên nước sôi động.	4.1	1800	87	Vườn thú	08:00	17:00	100000	NULL	ĐT 824	Xã Tân Mỹ	H. Đức Hòa	Long An	10.94719326204837, 106.43574140012291	https://www.google.com/maps/place/V%C6%B0%E1%BB%9Dn+th%C3%BA+M%E1%BB%B9+Qu%E1%BB%B3nh+-+M%E1%BB%B9+Qu%E1%BB%B3nh+Safari/@10.946951,106.432453,17z/data=!3m1!4b1!4m6!3m5!1s0x310b297b2f2a6b7d:0x66cfd3acf85fbde9!8m2!3d10.946951!4d106.4350333!16s%2Fg%2F11c5485gjv?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	918999999	my-quynh-safari.jpg	180	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQP6K_-uLa9IhtjDx0yrcrj_VQ-386eCnIFErph9Je_o3VN4iL8eODI84XfFS12
215	KDL Hồ Bể	Bãi biển hoang sơ, yên tĩnh.	Bãi biển tự nhiên với cát mịn, sóng êm, là điểm cắm trại lý tưởng cho người yêu thiên nhiên.	4.0	600	72	Bãi biển	06:00	18:00	0	NULL	Nam Sông Hậu	Xã Vĩnh Hải	TX. Vĩnh Châu	Sóc Trăng	9.353566355915158, 106.16114620434374	https://www.google.com/maps/place/Khu+du+l%E1%BB%8Bch+sinh+th%C3%A1i+H%E1%BB%93+B%E1%BB%83/@9.3534155,106.1587316,17.25z/data=!4m6!3m5!1s0x31a1c804b7344a59:0x3d86bfe65eee4aa0!8m2!3d9.3533864!4d106.1608458!16s%2Fg%2F119x2l901?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	bien-ho-be.jpg	90	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTM2rLvpJKzYfPl8ahWF7Zxvsp91Bj_YR2vVCvcruoU2In_bpApfZW2ctudBgnP
216	Bảo tàng Khmer Sóc Trăng	Kho tàng văn hóa dân tộc.	Nơi trưng bày hiện vật, nhạc cụ và tái hiện đời sống văn hóa, tín ngưỡng đặc sắc của người Khmer.	4.3	700	78	Bảo tàng	07:30	17:00	0	53	Tôn Đức Thắng	Phường 6	TP. Sóc Trăng	Sóc Trăng	9.609382457127142, 105.97722837807507	https://www.google.com/maps/place/Ph%C3%B2ng+tr%C6%B0ng+b%C3%A0y+V%C4%83n+h%C3%B3a+Khmer/@9.6090926,105.9765914,17.51z/data=!4m6!3m5!1s0x31a04dfc3901fe19:0x1b2e31a42196cc27!8m2!3d9.6092216!4d105.9769183!16s%2Fg%2F1236b6z2?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	bao-tang-khmer.jpg	45	https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcTuTramFt8SBPR8wPz57AJ9kZ-DuJqQk5l1EiKyoTj--uDTGnYGA4isz7knrcaTiGkUt3CTEiQDxpdHW5B5cqt-51SqgzLZrJhlHfQvYXTHIPwntws
217	Chùa Som Rông	Tượng Phật nằm lớn nhất Việt Nam.	Chùa Khmer tuyệt đẹp với bảo tháp uy nghi và tượng Phật Thích Ca nhập niết bàn khổng lồ dài 63m.	4.7	3100	97	Check-in	06:00	18:00	0	367	Tôn Đức Thắng	Phường 5	TP. Sóc Trăng	Sóc Trăng	9.622791387855418, 105.98316265204181	https://www.google.com/maps/place/Som+Rong+Pagoda/@9.6233449,105.9807291,18.02z/data=!4m6!3m5!1s0x31a04fbc591ace39:0xc8230e7cb424c4d!8m2!3d9.6226317!4d105.9830226!16s%2Fg%2F11stfpl349?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	chua-som-rong.jpg	60	https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcS3RsE8ln7MY6GC9tfs8wYqItZbSXIfo8s5_fEigAJzMwiTb173RaZp50Jei4N41gR-dVTKGSyKMcbO_Cvlq0ZePEgysO-0pBl02TwO0FWEKbiNXuY
218	Chùa Kh'leang	Ngôi chùa Khmer cổ nhất Sóc Trăng.	Chùa có tuổi đời gần 500 năm, mang đậm kiến trúc Khmer nguyên thủy trong khuôn viên rợp bóng cổ thụ.	4.5	900	85	Di tích	07:00	17:00	0	53	Tôn Đức Thắng	Phường 6	TP. Sóc Trăng	Sóc Trăng	9.609306362057886, 105.97723554171141	https://www.google.com/maps/place/Wat+Kleang/@9.6098795,105.9760572,17.76z/data=!4m6!3m5!1s0x31a04dfdb9d6f56b:0x9b0fb886a1e8fbb1!8m2!3d9.6092233!4d105.9769191!16s%2Fg%2F11cly8bbp9?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	chua-khleang.jpg	45	https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcSNfvu9G9Mfw49C_SfRCrzZGt_YN1RNPMJNHKsBskA-jqsXORv-161XwHRYJJl_KlycKoTauaUW4FikEC-AheuBpURPudWc45ArzLqhdwcjDwIN0CY
219	Chùa Ông Bổn (Hòa An Hội Quán)	Hội quán chạm khắc tinh xảo.	Ngôi chùa nhỏ cổ kính của người Hoa, nổi bật với nghệ thuật chạm khắc gỗ đá tỉ mỉ và sắc sảo.	4.4	700	76	Di tích	07:00	17:00	0	9	Nguyễn Văn Trỗi	Phường 1	TP. Sóc Trăng	Sóc Trăng	9.605303847289834, 105.97566660405674	https://www.google.com/maps/place/Chinese+Community+Assembly+Hall+of+Soc+Trang/@9.6052934,105.97443,18.02z/data=!4m6!3m5!1s0x31a04df97cd46415:0xa38c0aa24e1932f2!8m2!3d9.6052827!4d105.9754755!16s%2Fg%2F1v9gghbn?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	chua-ong-bon.jpg	30	https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcRdmFl3MdbYac8tz2mSjc3nljY0dTR0HAMflGvl5pYOycx9oZQZOpWFzoLRR56UXaD38rdw80rrIXu4N94DO7Dfi6aXmC126bbbA9rljAmiWhXhRGI
220	Chùa Bốn Mặt	Truyền thuyết Phật 4 mặt.	Ngôi chùa cổ gắn liền với tích tượng Phật 4 mặt quay về 4 hướng, linh thiêng và huyền bí.	4.5	400	74	Di tích	07:00	17:00	0	NULL	Ấp Phước Thuận	Xã Phú Tân	H. Châu Thành	Sóc Trăng	9.665471485410087, 105.94692614382612	https://maps.app.goo.gl/X9Goj8rYdx5ZcBZU7	NULL	chua-bon-mat.jpg	45	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcRgQaLbbWNHpktToieJl-2vr2_okcNHjpOcquLkvJbW2WrSSau027lApSHrEtlOwaTH_dbNjo2PF67n8_NXLQUZXvg70wqjBgeqIQiO66jVbD0f9MI
221	Quảng trường Bạch Đằng	Điểm vui chơi ven sông Maspero.	Công viên bờ kè thoáng mát, nơi tổ chức đua ghe Ngo và là điểm dạo mát yêu thích của người dân.	4.3	1200	78	Giải trí	00:00	23:59	0	NULL	Trần Hưng Đạo	Phường 2	TP. Sóc Trăng	Sóc Trăng	9.601518908927046, 105.97290517420574	https://www.google.com/maps/place/Qu%E1%BA%A3ng+tr%C6%B0%E1%BB%9Dng+B%E1%BA%A1ch+%C4%90%E1%BA%B1ng,+Ph%C6%B0%E1%BB%9Dng+2,+Tp.+S%C3%B3c+Tr%C4%83ng,+S%C3%B3c+Tr%C4%83ng,+Vietnam/@9.601246,105.9724962,18.79z/data=!4m6!3m5!1s0x31a04df7786590bf:0xbf68dd1884c2eba4!8m2!3d9.6014686!4d105.9727617!16s%2Fg%2F1tk1kh54?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	quang-truong-bach-dang.jpg	60	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRqgboQDA5cBgo4XqtYURYfOhWKMh9vBRIzv6BkotWJn9cgqC4YHe7dkziFU_go
222	Hồ Nước Ngọt	Lá phổi xanh giữa lòng thành phố.	Khu công viên văn hóa rộng lớn với hồ nước trong xanh, nơi tổ chức hội chợ và sự kiện lớn.	4.2	1800	82	Giải trí	05:00	22:00	0	NULL	Hùng Vương	Phường 6	TP. Sóc Trăng	Sóc Trăng	9.611684991416404, 105.96988714963412	https://www.google.com/maps/place/H%E1%BB%93+N%C6%B0%E1%BB%9Bc+Ng%E1%BB%8Dt,+ph%C6%B0%E1%BB%9Dng+6,+Tp.+S%C3%B3c+Tr%C4%83ng,+S%C3%B3c+Tr%C4%83ng,+Vietnam/@9.6101342,105.9722518,18.02z/data=!4m6!3m5!1s0x31a04e02736bd489:0x1648983bf31c48bc!8m2!3d9.6115858!4d105.9697548!16s%2Fg%2F1xb2b1hf?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	ho-nuoc-ngot.jpg	90	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTD7eXNO6mgiKTzFOtvyEpaYxukOa-cMxgpHjO8wo8JDISbx0uQfmNyMoSFCysZ
223	Cồn Mỹ Phước	Vườn trái cây giữa sông Hậu.	Điểm du lịch sinh thái miệt vườn nổi tiếng với hồng xiêm, xoài và các món bánh dân gian.	4.1	800	75	Sinh thái	07:00	17:00	30000	NULL	Sông Hậu	Xã Nhơn Mỹ	H. Kế Sách	Sóc Trăng	9.794181396025348, 106.0448664750862	https://www.google.com/maps/place/C%E1%BB%93n+M%E1%BB%B9+Ph%C6%B0%E1%BB%9Bc/@9.7938846,106.0426955,17.55z/data=!4m6!3m5!1s0x31a043ed7f91dbed:0x26c9346bbb148e2a!8m2!3d9.7940926!4d106.0449143!16s%2Fg%2F1tgp7s50?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	con-my-phuoc.jpg	150	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSXkCTaAK_6g-QfYrgsKbUf6UrJOmvjsgLktYhre4f3sYlqsCJem3j7GfsQ-Tai
224	Vườn cò Tân Long	Sân chim tư nhân độc đáo.	Khu vườn rợp bóng tre là nhà của hàng ngàn con cò, vạc, tạo nên cảnh quan thiên nhiên sống động.	4.3	500	74	Sinh thái	06:00	18:00	20000	NULL	Ấp Tân Bình	Xã Long Bình	TX. Ngã Năm	Sóc Trăng	9.539641006157474, 105.64462165309939	https://www.google.com/maps/place/V%C6%B0%E1%BB%9Dn+C%C3%B2+T%C3%A2n+Long/@9.5396472,105.6426851,17.76z/data=!4m6!3m5!1s0x31a1027f6b9ca08f:0x540938cefd936681!8m2!3d9.5395328!4d105.6443554!16s%2Fg%2F11c1r2ypx_?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	vuon-co-tan-long.jpg	90	https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTyh6-8PfRHxDOqDN48ZkYS71iUPcjjSNAX00hZ8ycmrUR694q0XRXcr_QyNN3J
225	Biển Mỏ Ó	Bãi biển phù sa rừng ngập mặn.	Bãi biển hoang sơ với hệ sinh thái rừng bần, nơi trải nghiệm bắt ốc, nghêu và ngắm biển.	3.8	450	68	Sinh thái	06:00	18:00	0	NULL	Đê biển	Xã Trung Bình	H. Trần Đề	Sóc Trăng	9.439223732574543, 106.18111692919248	https://www.google.com/maps/place/B%C3%A3i+bi%E1%BB%83n+M%E1%BB%8F+%C3%93/@9.4392087,106.1806921,19.82z/data=!4m6!3m5!1s0x31a1ca188d0bf80f:0x56648579da539b8b!8m2!3d9.4376591!4d106.1801492!16s%2Fg%2F1hhhx824_?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	bien-mo-o.jpg	120	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNMqJjbrmyuC_ueNXl-4lb3GES10bFfrVfejBFmST5PBC1PastYet34MhmQUgE
