name	priveVnd	summary	description	openTime	closeTime	phone	rating	reviewCount	populartity	imageName	tags	houseNumber	street	ward	district	city	lat, long	url
Thành Nhà Mạc	0	Di tích lịch sử	Phế tích thành cổ kiên cố được xây dựng từ thế kỷ 16, nằm cheo leo trên núi.	24/24	24/24		4.3	620	73	thanh_nha_mac.png			Tô Thị	Tam Thanh	TP Lạng Sơn	Lạng Sơn	21.8573689244684,106.749472318492	Citadel of Mạc Dynasty
Ải Chi Lăng	0	Di tích lịch sử	Cửa ải lịch sử hiểm trở, ghi dấu nhiều chiến công chống giặc ngoại xâm phương Bắc.	24/24	24/24		4.5	302	73	ai_chi_lang.png			QL1	Chi Lăng	Chi Lăng	Lạng Sơn	21.6200733625128,106.542066828835	Đền mẫu
Đền Mẫu Đồng Đăng	0	Văn hóa/Tâm linh	Ngôi đền linh thiêng thờ Phật và Mẫu Thượng Ngàn, điểm đến tâm linh nổi tiếng vùng biên.				4.6	1112	68	den_mau_dong_dang.png		61	Hoàng Văn Thụ	Đồng Đăng	Cao Lộc	Lạng Sơn	21.9516773689262,106.69719770315	Đền mẫu
Đền Kỳ Cùng	0	Văn hóa/Tâm linh	Đền thờ quan lớn Tuần Tranh, nằm ngay đầu cầu Kỳ Cùng, kiến trúc độc đáo hướng ra sông.				4.5	573	60	den_ky_cung.png				Vĩnh Trại	TP Lạng Sơn	Lạng Sơn	21.8514820539019,106.758076544178	Temple United Together
Thung Lũng Hoa Bắc Sơn	50.000 VNĐ	Danh lam thắng cảnh	Thung lũng hoa tam giác mạch và các loài hoa khác rực rỡ giữa lòng chảo Bắc Sơn.	24/24	24/24	0912618368	4.1	218	45	thung_lung_hoa_bac_son.png				Trấn Yên	Bắc Sơn	Lạng Sơn	21.8234508790398,106.364912938082	Bac Son Flower Valley
Chợ Đông Kinh	0	Mua sắm	Trung tâm thương mại sầm uất nhất Lạng Sơn, bày bán nhiều hàng hóa điện tử, gia dụng.	7:00	18:00	0912327420	3.9	3968	66	cho_dong_kinh.png			Phai Vệ	Vĩnh Trại	TP Lạng Sơn	Lạng Sơn	21.8514508119297,106.76096108226	Cửa khẩu Hữu Nghị
Cửa khẩu Hữu Nghị	0	Địa điểm check-in	Cửa khẩu quốc tế quan trọng nối liền Việt Nam và Trung Quốc, nơi đặt cột mốc 1116.	24/24	24/24		4.4	505	55	cua_khau_huu_nghi.png			QL1A	Đồng Đăng	Cao Lộc	Lạng Sơn	21.9708111434678,106.711541124588	Cửa khẩu Hữu Nghị
Khu di tích và danh thắng Tây Yên Tử	260.000 VNĐ	Danh lam thắng cảnh	Quần thể di tích lịch sử - văn hóa và danh thắng tâm linh hùng vĩ (Giá vé cáp treo khứ hồi).	24/24	24/24		4.5	1067	72	tay_yen_tu.png				Tây Yên Tử	Sơn Động	Bắc Giang	21.1850647866596,106.724609924609	Khu di tích Tây Yên Tử
Chùa Vĩnh Nghiêm	0	Di tích lịch sử	Ngôi chùa cổ lưu giữ kho mộc bản kinh Phật được UNESCO công nhận là Di sản tư liệu ký ức thế giới.			0912221323	4.6	1196	20	chua_vinh_nghiem.png				Trí Yên	Yên Dũng	Bắc Giang	21.2136393182853,106.324229811638	Chùa Vĩnh Nghiêm
Khu Tưởng niệm Chiến thắng Xương Giang	0	Di tích lịch sử	Nơi ghi dấu chiến công lừng lẫy của quân và dân Đại Việt chống quân Minh thế kỷ 15.	8:00	18:00		4.5	31	66	chien_thang_xuong_giang.png				Xương Giang	TP Bắc Giang	Bắc Giang	21.2916519962049,106.213921668789	Khu Tưởng niệm Chiến thắng Xương Giang
Đình Thổ Hà	0	Di tích lịch sử	Ngôi đình làng cổ kính thuần Việt, nổi tiếng với nghệ thuật chạm khắc gỗ tinh xảo và nghề làm bánh đa.			0386213840	4.5	212	70	dinh_tho_ha.png			Làng Thổ Hà	Vân Hà	Việt Yên	Bắc Giang	21.2032070558644,106.04251171905	Đình Thổ Hà (Làng cổ)
Hồ Cấm Sơn	0	Danh lam thắng cảnh	Hồ nước rộng lớn, phong cảnh hữu tình, được ví như Vịnh Hạ Long trên núi của Bắc Giang.				4.3	291	83	ho_cam_son.png				Sơn Hải	Lục Ngạn	Bắc Giang	21.5366930961692,106.574279567869	Hồ Cấm Sơn
Khu du lịch Sinh thái Suối Mỡ	20.000 VNĐ	Khu du lịch	Điểm du lịch sinh thái kết hợp tâm linh (Đền Suối Mỡ), có suối thác mát mẻ.	24/24	24/24		4.3	271	72	kdl_suoi_mo.png				Nghĩa Phương	Lục Nam	Bắc Giang	21.2750505509753,106.485415495252	Suối Mỡ
Vịnh Hạ Long	290.000 VNĐ	Danh lam thắng cảnh	Di sản thiên nhiên thế giới với hàng nghìn hòn đảo đá vôi lớn nhỏ (Giá vé tham quan tuyến 1/2).				4.6	7935	45	vinh_ha_long.png					Hạ Long	Quảng Ninh	20.8161363893539,107.179284114648	Vịnh Hạ Long
Vịnh Bái Tử Long	0	Danh lam thắng cảnh	Vịnh biển hoang sơ, yên bình nằm kế bên Vịnh Hạ Long, thích hợp nghỉ dưỡng.				4.6	322	52	vinh_bai_tu_long.png					Vân Đồn	Quảng Ninh	20.9545912293806,107.269084748556	Vịnh Bái Tử Long
Đảo Cô Tô	0	Khu du lịch	Hòn đảo xinh đẹp với những bãi biển xanh ngắt, bãi đá Cầu Mỵ và hải đăng (Phí tàu cao tốc ~250k).				4.6	750	70	dao_co_to.png					Cô Tô	Quảng Ninh	20.9934450653784,107.759242887316	Đảo Cô Tô
Đảo Quan Lạn	0	Khu du lịch	Đảo nổi tiếng với những bãi cát trắng mịn trải dài và di tích lịch sử đình Quan Lạn.				4.4	628	74	dao_quan_lan.png				Quan Lạn	Vân Đồn	Quảng Ninh	20.8844753957813,107.51329373173	Đảo Quan Lạn
Biển Trà Cổ	0	Danh lam thắng cảnh	Bãi biển dài nhất Việt Nam, nơi địa đầu Tổ quốc với vẻ đẹp trữ tình.				4.5	77	84	bien_tra_co.png				Trà Cổ	Móng Cái	Quảng Ninh	21.4842555680464,108.060681391546	Bãi biển Trà Cổ
Bãi tắm Bãi Cháy	0	Danh lam thắng cảnh	Bãi tắm nhân tạo rộng lớn, hiện đại nằm ngay trung tâm du lịch Hạ Long.	6:30	18:00		4.3	2069	65	bai_tam_bai_chay.png			Đường Kỳ Quan	Bãi Cháy	Hạ Long	Quảng Ninh	20.9472450778413,107.050235475638	Bãi Cháy
Đảo Tuần Châu	280.000 VNĐ	Khu du lịch	Khu du lịch giải trí quốc tế với bến cảng nhân tạo lớn nhất Việt Nam và các show diễn cá heo.				4.5	1544	69	dao_tuan_chau.png				Tuần Châu	Hạ Long	Quảng Ninh	20.9277375221535,106.986777035248	Đảo Tuần Châu
Danh Thắng Yên Tử	40.000 VNĐ	Danh lam thắng cảnh	Đất tổ của Phật giáo Trúc Lâm Việt Nam, quần thể chùa chiền trên đỉnh núi thiêng (Vé cáp treo riêng).			02036534789	4.5	7210	63	danh_thang_yen_tu.png				Thượng Yên Công	Uông Bí	Quảng Ninh	21.1302362896369,106.729235349218	Danh thắng Yên Tử
Chùa Ba Vàng	0	Văn hóa/Tâm linh	Ngôi chùa có chính điện lớn nhất Việt Nam, kiến trúc tráng lệ trên lưng chừng núi Thành Đẳng.	6:00	18:30	02036557799	4.5	7630	63	chua_ba_vang.png			Tổ 17B khu 5A	Quang Trung	Uông Bí	Quảng Ninh	21.068475979287,106.764774865084	Chùa Ba Vàng
Ðền Cửa Ông	0	Văn hóa/Tâm linh	Đền thờ Hưng Nhượng Đại Vương Trần Quốc Tảng, địa điểm tâm linh nổi tiếng nhìn ra vịnh Bái Tử Long.				4.6	2172	91	den_cua_ong.png				Cửa Ông	Cẩm Phả	Quảng Ninh	21.0275669726095,107.371012534394	Đền Cửa Ông
Bảo tàng Quảng Ninh	40.000 VNĐ	Bảo tàng	Công trình kiến trúc độc đáo lấy cảm hứng từ than đá, nơi lưu giữ văn hóa và lịch sử vùng đất mỏ.	8:00	17:00		4.5	11051	76	bao_tang_quang_ninh.png			Trần Quốc Nghiễn	Hồng Gai	Hạ Long	Quảng Ninh	20.9488279166619,107.097690384676	Bảo tàng Quảng Ninh
Núi Bài Thơ	0	Danh lam thắng cảnh	Ngọn núi đá vôi nằm giữa lòng thành phố, nơi lưu lại các bài thơ của vua Lê Thánh Tông và chúa Trịnh Cương.				4.5	132	81	nui_bai_tho.png			Hàng Nồi	Hồng Gai	Hạ Long	Quảng Ninh	20.9477658435144,107.078917514563	Núi Bài Thơ
Công viên Sun World Halong	350.000 VNĐ	Khu du lịch	Tổ hợp vui chơi giải trí đẳng cấp với công viên Rồng, công viên nước và cáp treo Nữ Hoàng.	14:00	20:00	0989200699	4.5	100	70	sun_world_halong.png		9	Đường Hạ Long	Bãi Cháy	Hạ Long	Quảng Ninh	20.9557156072841,107.04962491297	Sun World Hạ Long Complex
YOKO ONSEN QUANG HANH	500.000 VNĐ	Khu du lịch	Khu nghỉ dưỡng suối khoáng nóng chuẩn Nhật Bản đầu tiên tại Việt Nam.	9:00	21:00		4.7	4387	68	yoko_onsen_quang_hanh.png			Tổ 5, khu 9B	Quang Hanh	Cẩm Phả	Quảng Ninh	20.9824319428011,107.204351813328	Yoko Onsen Quang Hanh
Đảo Cô Tô Con	0	Danh lam thắng cảnh	Hòn đảo quân sự nhỏ với bãi biển hoang sơ tuyệt đẹp, cần thuê tàu gỗ để ra đảo.				4.5	58	68	dao_co_to_con.png				Đồng Tiến	Cô Tô	Quảng Ninh	21.0399454371564,107.77446849447	Đảo Cô Tô Con
Chùa Phật Tích	0	Văn hóa/Tâm linh	Ngôi chùa cổ sở hữu tượng Phật A Di Đà bằng đá xanh lớn nhất Việt Nam thời Lý.	Mở cửa cả ngày	Mở cửa cả ngày		4.6	2810	75	chua_phat_tich.png		295	Thôn Phật Tích	Phật Tích	Tiên Du	Bắc Ninh	21.0940380081995,106.026185801852	Chùa Phật Tích
Đền Đô	0	Di tích lịch sử	Nơi thờ 8 vị vua triều Lý, nổi tiếng với kiến trúc cung đình và lễ hội truyền thống.	7:00	17:00		4.6	1438	88	den_do.png			Lý Thái Tổ	Tân Hồng	Từ Sơn	Bắc Ninh	21.1072422075706,105.960799024609	Đền Đô (Đền Lý Bát Đế)
Chùa Dâu	0	Văn hóa/Tâm linh	Ngôi chùa cổ nhất Việt Nam, trung tâm Phật giáo cổ xưa của vùng Luy Lâu.	Mở cửa cả ngày	Mở cửa cả ngày		4.6	2640	88	chua_dau.png			Lạc Long Quân	Thanh Khương	Thuận Thành	Bắc Ninh	21.0356187245792,106.042859220903	Chùa Dâu (Tổ đình Phật giáo Việt Nam)
Chùa Bút Tháp	0	Văn hóa/Tâm linh	Danh lam cổ tự nổi tiếng với tượng Phật Bà Quan Âm nghìn mắt nghìn tay và tháp Báo Nghiêm.	7:00	00:00		4.7	397	86	chua_but_thap.png			Bút Tháp		Thuận Thành	Bắc Ninh	21.0608282430064,106.02259829392	Chùa Bút Tháp
Đền Bà Chúa Kho	0	Văn hóa/Tâm linh	Điểm đến tâm linh nổi tiếng về cầu tài lộc, kinh doanh buôn bán, đặc biệt đông vào dịp đầu năm.	5:00	22:00	0919582712	4.6	5118	90	den_ba_chua_kho.png			Cổ Mễ		TP Bắc Ninh	Bắc Ninh	21.2051101035837,106.086497326851	Đền Bà Chúa Kho
Làng nghề gốm Phù Lãng	0	Làng nghề	Làng nghề gốm cổ truyền nổi tiếng với dòng gốm men da lươn độc đáo và mộc mạc.	Mở cửa cả ngày	Mở cửa cả ngày	0968080683	4.8	21	68	lang_gom_phu_lang.png			Thôn Đoàn Kết	Phù Lãng	Quế Võ	Bắc Ninh	21.1565518455277,106.254269603705	Làng gốm Phù Lãng
Côn Sơn – Kiếp Bạc	20.000 VNĐ	Di tích lịch sử	Quần thể di tích quốc gia đặc biệt, gắn liền với cuộc đời của Nguyễn Trãi và Trần Hưng Đạo.	Mở cửa cả ngày	Mở cửa cả ngày		4.6	391	68	con_son_kiep_bac.png				Hưng Đạo	Chí Linh	Hải Dương	21.1503636272785,106.327371294469	Chùa Phật Tích
Đảo Cò Chi Lăng	20.000 VNĐ	Khu du lịch sinh thái	Khu du lịch sinh thái độc đáo giữa lòng hồ An Dương, nơi cư trú của hàng ngàn con cò, vạc.				4.3	299	95	dao_co_chi_lang.png				Chi Lăng Nam	Thanh Miện	Hải Dương	20.7141385090706,106.228484699218	Đền Đô (Đền Lý Bát Đế)
Đền Quan Lớn Tuần Tranh	0	Văn hóa/Tâm linh	Ngôi đền linh thiêng bên bờ sông Tranh, thờ Quan Lớn Tuần Tranh (Vị tôn quan thứ 5 trong tín ngưỡng thờ Mẫu).	Mở cửa cả ngày	Mở cửa cả ngày		4.7	1324	66	den_quan_lon_tuan_tranh.png			QL37	Đồng Tâm	Ninh Giang	Hải Dương	20.7350218478455,106.395362651592	Chùa Dâu (Tổ đình Phật giáo Việt Nam)
Văn Miếu Mao Điền	0	Di tích lịch sử	Văn miếu cổ kính thứ 2 Việt Nam (sau Hà Nội), nơi tôn vinh đạo học và các bậc hiền tài xứ Đông.	7:00	18:00	0917764822	4.6	610	88	van_mieu_mao_dien.png			QL5	Cẩm Điền	Cẩm Giàng	Hải Dương	20.93487547692,106.186495830689	Chùa Bút Tháp
Công ty Cổ Phần Gốm Chu Đậu	30.000 VNĐ	Làng nghề	Nơi tham quan quy trình sản xuất gốm Chu Đậu nổi tiếng với nét vẽ dưới men lam tinh xảo.	7:30	17:30	0916936588	4.6	222	85	gom_chu_dau.png				Thái Tân	Nam Sách	Hải Dương	20.9843283668704,106.298623784655	Đền Bà Chúa Kho
Động Kính Chủ	5.000 VNĐ	Hang động	Di tích quốc gia, hang động đá vôi với hệ thống bia ma nhai (văn khắc trên đá) độc đáo.				4.5	46	87	dong_kinh_chu.png				Minh Tân	Kinh Môn	Hải Dương	21.033042741964,106.505486192067	Làng tranh dân gian Đông Hồ
Đền Cao An Phụ	10.000 VNĐ	Văn hóa/Tâm linh	Đền thờ An Sinh Vương Trần Liễu, nằm trên đỉnh núi An Phụ, nơi có tượng đài Trần Hưng Đạo uy nghi.				4.6	498	82	den_cao_an_phu.png				An Sinh	Kinh Môn	Hải Dương	21.0140283141185,106.493014080428	Làng gốm Phù Lãng
Du Lịch Phố Hiến	0	Di tích lịch sử	Quần thể di tích lịch sử văn hóa lâu đời, từng là thương cảng sầm uất "Thứ nhất Kinh Kỳ, thứ nhì Phố Hiến".				4.4	71	90	du_lich_pho_hien.png			Đường Điện Biên 2	Hồng Châu	TP Hưng Yên	Hưng Yên	20.6411930628924,106.056917557672	Khu di tích Phố Hiến
Văn Miếu Xích Đằng	0	Di tích lịch sử	Biểu tượng hiếu học của mảnh đất Hưng Yên, nơi thờ Khổng Tử và các bậc hiền tài.	24/24	24/24	0839736686	4.6	229	80	van_mieu_xich_dang.png			Lê Quý Đôn	Lam Sơn	TP Hưng Yên	Hưng Yên	20.6624656517294,106.049634995773	Văn Miếu Xích Đằng
Chùa Chuông	0	Văn hóa/Tâm linh	Được mệnh danh là "Phố Hiến đệ nhất danh lam", ngôi chùa cổ kính với kiến trúc đẹp và thanh tịnh.				4.6	1111	77	chua_chuong.png			Thôn Nhân Dục	Hiền Nam	TP Hưng Yên	Hưng Yên	20.6559298829218,106.050401290214	Chùa Chuông (Kim Chung Tự)
Đền Mẫu Hưng Yên	0	Văn hóa/Tâm linh	Ngôi đền linh thiêng thờ Dương Quý Phi, điểm đến tâm linh nổi tiếng nằm bên hồ Bán Nguyệt.				4.7	1018	63	den_mau_hung_yen.png		141	Bãi Sậy	Quang Trung	TP Hưng Yên	Hưng Yên	20.6446596574001,106.054576930689	Đền Mẫu Hưng Yên
Đền Chử Đồng Tử - Tiên Dung	0	Di tích lịch sử	Đền thờ một trong "Tứ bất tử" của tín ngưỡng Việt Nam, gắn liền với chuyện tình Chử Đồng Tử - Tiên Dung.	24/24	24/24		4.5	126	90	den_chu_dong_tu.png				Bình Minh	Khoái Châu	Hưng Yên	20.8806329118301,105.929185897626	Đền Chử Đồng Tử - Tiên Dung (Đền Đa Hòa)
Vịnh Lan Hạ	80.000 VNĐ	Danh lam thắng cảnh	Vịnh biển đẹp nhất Việt Nam với hàng trăm hòn đảo đá vôi, nước trong xanh, thích hợp chèo kayak và nghỉ dưỡng. (Vé tham quan chưa bao gồm tàu).				4.6	579	80	vinh_lan_ha.png						Hải Phòng	20.7418257692386,107.154964737374	Vịnh Lan Hạ
Bãi biển Đồ Sơn	0	Danh lam thắng cảnh	Bãi biển nổi tiếng lâu đời, chia làm 3 khu, nơi diễn ra lễ hội chọi trâu Đồ Sơn hàng năm.				4	724	75	bai_bien_do_son.png			Khu du lịch Đồ Sơn	Vạn Hương	Đồ Sơn	Hải Phòng	20.6876782321629,106.79633760689	Bãi biển Đồ Sơn
Quần đảo Cát Bà	0	Khu du lịch	Quần đảo gồm 367 đảo lớn nhỏ, là khu dự trữ sinh quyển thế giới với hệ sinh thái đa dạng.				4.6	1388	66	quan_dao_cat_ba.png						Hải Phòng	20.7912698562939,106.995288358014	Quần đảo Cát Bà
Vườn Quốc gia Cát Bà	80.000 VNĐ	Khu bảo tồn	Khu rừng nguyên sinh với hệ động thực vật phong phú, nổi tiếng với loài Voọc Cát Bà quý hiếm.	7:00	17:00	02253888741	4.5	4514	79	vuon_quoc_gia_cat_ba.png					Cát Hải	Hải Phòng	20.7936122401487,106.990016111638	Vườn Quốc gia Cát Bà
HÒN DẤU RESORT	100.000 VNĐ	Khu du lịch	Khu nghỉ dưỡng sinh thái biển với bãi tắm nhân tạo, hồ bơi tạo sóng và khu vui chơi giải trí (Vé vào cửa tham quan).			0945033496	3.9	335	64	hon_dau_resort.png			Khu 3	Vạn Hương	Đồ Sơn	Hải Phòng	20.6798432010289,106.804758797626	Hòn Dáu Resort (Đảo Hòn Dấu)
Chùa Dư Hàng	0	Văn hóa/Tâm linh	Ngôi chùa cổ (Phúc Lâm Tự) xây dựng từ thời Tiền Lê, kiến trúc bề thế với nhiều di vật quý.				4.5	754	75	chua_du_hang.png		121	Dư Hàng	Dư Hàng	Lê Chân	Hải Phòng	20.8476750978161,106.67594287726	Chùa Dư Hàng
Nhà hát Thành phố Hải Phòng	0	Di tích lịch sử	Công trình kiến trúc Pháp cổ điển hình (Nhà hát Lớn), biểu tượng văn hóa của thành phố Cảng.			02253745799	4.7	2156	83	nha_hat_lon_hp.png		28	Trần Hưng Đạo	Hoàng Văn Thụ	Hồng Bàng	Hải Phòng	20.8573209257749,106.682276339953	Nhà hát lớn Hải Phòng
Di tích Bạch Đằng Giang	0	Di tích lịch sử	Quần thể di tích lịch sử - văn hóa - tâm linh ghi dấu 3 trận thủy chiến lừng lẫy trên sông Bạch Đằng.	6:00	18:00	0904109030	4.6	3406	89	di_tich_bach_dang_giang.png			Trần Hưng Đạo	Gia Đức	Thủy Nguyên	Hải Phòng	20.9663963218614,106.759477524609	Khu di tích Bạch Đằng Giang
Ga Hải Phòng	0	Di tích lịch sử	Nhà ga xe lửa đẹp nhất Việt Nam với kiến trúc thuộc địa Pháp cổ kính, điểm check-in "Food tour" nổi tiếng.				4.4	439	68	ga_hai_phong.png		75	Lương Khánh Thiện	Lương Khánh Thiện	Ngô Quyền	Hải Phòng	20.8562796945904,106.687750363231	Ga Hải Phòng
Chùa Keo Thái Bình	10.000 VNĐ	Di tích lịch sử	Ngôi chùa cổ kính với kiến trúc tháp chuông bằng gỗ độc đáo, là Di tích quốc gia đặc biệt.	Mở cửa cả ngày	Mở cửa cả ngày		4.6	3377	60	chua_keo_thai_binh.png				Duy Nhất	Vũ Thư	Thái Bình	20.3610867848548,106.298292841286	Keo Pagoda
Khu Du Lịch Biển Đồng Châu	0	Danh lam thắng cảnh	Bãi biển nổi tiếng với những cánh đồng ngao trải dài vô tận, đẹp nhất lúc bình minh.	6:00	18:00		4.1	1168	60	bien_dong_chau.png			Đồng Châu	Đông Minh	Tiền Hải	Thái Bình	20.3946716940625,106.585061951592	Đồng Châu Beach
Khu Du Lịch Biển Cồn Vành	0	Khu du lịch	Bãi biển hoang sơ với hệ sinh thái rừng ngập mặn phong phú (Phí dịch vụ tính riêng).	Mở cửa cả ngày	Mở cửa cả ngày		3.9	3791	81	bien_con_vanh.png				Nam Phú	Tiền Hải	Thái Bình	20.2737647833253,106.605531499479	Bãi biển Cồn Vành
Khu du lịch sinh thái biển Cồn Đen	60.000 VNĐ	Khu du lịch sinh thái	Khu du lịch sinh thái với rừng ngập mặn và cây cầu tre dài nhất Việt Nam xuyên rừng.			0869579298	3.7	1723	75	kdl_con_den.png				Thái Đô	Thái Thụy	Thái Bình	20.4875898026365,106.603388491546	Khu Du Lịch Biển Cồn Đen
Đền Trần Thái Bình	0	Di tích lịch sử	Khu di tích đền thờ và lăng mộ các vua Trần, nơi phát tích của vương triều Trần.	Mở cửa cả ngày	Mở cửa cả ngày	0772258907	4.7	660	35	den_tran_thai_binh.png			Tam Đường	Tiến Đức	Hưng Hà	Thái Bình	20.599116781432,106.147706489906	Đền Trần Thái Bình
Đền Tiên La	0	Văn hóa/Tâm linh	Đền thờ Bát Nạn Tướng Quân (nữ tướng của Hai Bà Trưng), kiến trúc "Tiền Nhất - Hậu Đinh".				4.7	137	65	den_tien_la.png				Đoan Hùng	Hưng Hà	Thái Bình	20.6249871357553,106.222767014823	Đền Tiên La
Đền Đồng Bằng	0	Văn hóa/Tâm linh	Đền thờ Vua Cha Bát Hải Động Đình, một trong những ngôi đền linh thiêng nhất Bắc Bộ.	5:00	18:00	0985162216	4.6	831	61	den_dong_bang.png				An Lễ	Quỳnh Phụ	Thái Bình	20.6260253635279,106.386546757151	Đền Đồng Bằng
Cổng Làng Vườn Bách Thuận	0	Làng nghề	Làng vườn cổ kính với những vườn cây cảnh, cây ăn quả trù phú ven sông Hồng.				5	3	64	lang_vuon_bach_thuan.png				Bách Thuận	Vũ Thư	Thái Bình	20.4324081998153,106.226912239954	Cổng Làng Vườn Bách Thuận
Nhà thờ Giáo xứ Bác Trạch	0	Tôn giáo	Một trong những nhà thờ lớn và lộng lẫy nhất Việt Nam với kiến trúc Gothic nguy nga.	Mở cửa cả ngày	Mở cửa cả ngày	0918742534	4.7	731	72	nha_tho_bac_trach.png				Vân Trường	Tiền Hải	Thái Bình	20.365590254924,106.477761230168	Bác Trạch Parish Church
Làng Nghề Chạm Bạc Đồng Xâm	0	Làng nghề	Làng nghề truyền thống nổi tiếng với kỹ thuật chạm khắc bạc tinh xảo và Đền Đồng Xâm.	9:00	17:00		4.6	55	88	lang_nghe_dong_xam.png			Đường làng Thượng Gia	Hồng Thái	Kiến Xương	Thái Bình	20.4591353980004,106.465242841807	Làng Nghề Chạm Bạc Đồng Xâm
Chùa Tam Chúc	200.000 VNĐ	Khu du lịch tâm linh	Ngôi chùa lớn nhất thế giới, nằm giữa lòng hồ Tam Chúc thơ mộng (Giá vé thuyền/xe điện).			2262216789	4.4	71	45	chua_tam_chuc.png				Tam Chúc	Kim Bảng	Hà Nam	20.5706778610093,105.814965201297	Bản đồ Chùa Tam Chúc
Chùa Địa Tạng Phi Lai	0	Văn hóa/Tâm linh	Ngôi chùa đẹp tựa chốn bồng lai, nổi tiếng với kiến trúc thanh tịnh và cảnh quan yên bình.				4.7	6016	86	chua_dia_tang_phi_lai.png				Liêm Sơn	Thanh Liêm	Hà Nam	20.4453707477649,105.952746024035	Bản đồ Địa Tạng Phi Lai Tự
Ngôi Nhà Bá Kiến	30.000 VNĐ	Di tích lịch sử	Ngôi nhà cổ hơn 100 năm tuổi, nguyên mẫu trong tác phẩm văn học "Chí Phèo" của Nam Cao.				4.4	390	77	ngoi_nha_ba_kien.png				Hoà Hậu	Lý Nhân	Hà Nam	20.4800201071507,106.157889958968	Bản đồ Nhà Bá Kiến
Chùa Bà Đanh	0	Di tích lịch sử	Ngôi chùa nổi tiếng với câu thành ngữ "Vắng như chùa Bà Đanh", nằm bên dòng sông Đáy.				4.6	14	81	chua_ba_danh.png				Tam Chúc	Kim Bảng	Hà Nam	20.5692804831263,105.852913830684	Bản đồ Chùa Bà Đanh
Cá Kho Làng Vũ Đại	0	Làng nghề	Làng nghề truyền thống nổi tiếng với món cá kho niêu đất trứ danh (Phí mua sản phẩm tính riêng).	Mở cửa cả ngày	Mở cửa cả ngày	988999525	4.5	66	75	ca_kho_lang_vu_dai.png			Thôn 2	Hoà Hậu	Lý Nhân	Hà Nam	20.4791064124306,106.149465409244	Bản đồ Làng Vũ Đại
Đền Trần Thương	0	Di tích lịch sử	Đền thờ Hưng Đạo Đại Vương Trần Quốc Tuấn, nơi diễn ra lễ phát lương đầu năm nổi tiếng.	7:00	20:00		4.6	394	87	den_tran_thuong.png			Nghĩa trang nhân dân thôn Trần Thương	Trần Hưng Đạo	Lý Nhân	Hà Nam	20.5762719215462,106.106579416639	Bản đồ Đền Trần Thương
Chùa Ông	0	Văn hóa/Tâm linh	Ngôi chùa cổ linh thiêng, điểm đến tâm linh của người dân địa phương.			983200515	4.4	100	72	chua_ong.png				Tượng Lĩnh	Kim Bảng	Hà Nam	20.6289838184977,105.821590580408	Bản đồ Bát Cảnh Sơn
Làng nghề Trống Đọi Tam	0	Làng nghề	Làng nghề làm trống nổi tiếng nhất Việt Nam với lịch sử hơn 1000 năm.				4.5	6	64	lang_nghe_trong_doi_tam.png				Hợp Lý	Lý Nhân	Hà Nam	20.6019362833091,105.985836565066	Bản đồ Làng Trống Đọi Tam
Chùa Bầu	0	Văn hóa/Tâm linh	Trung tâm Phật giáo lớn của tỉnh Hà Nam, ngôi chùa có kiến trúc hiện đại và bề thế.	8:00	18:00	913344764	4.5	195	96	chua_bau.png				Châu Cầu	Phủ Lý	Hà Nam	20.5378551099836,105.914947032533	Bản đồ Chùa Bầu
Kẽm Trống	0	Danh lam thắng cảnh	Thắng cảnh quốc gia với núi non trùng điệp, hang động kỳ thú bên dòng sông Đáy (Giáp ranh Ninh Bình).			988046005	3.8	36	68	kem_trong.png				Gia Thanh	Gia Viễn	Ninh Bình	20.3745414995907,105.916920924089	Bản đồ Kẽm Trống
Khu du lịch sinh thái Tràng An	250.000 VNĐ	Di sản thế giới	Quần thể danh thắng kép được UNESCO công nhận, nổi tiếng với hệ thống hang động và núi đá vôi (Giá vé thuyền).	7:00	17:00		4.6	14415	70	kdl_trang_an.png			Tràng An	Ninh Nhật	Hoa Lư	Ninh Bình	20.2528571449151,105.918644738076	Trang An
Tam Cốc - Bích Động	250.000 VNĐ	Danh lam thắng cảnh	"Nam thiên đệ nhị động", nổi tiếng với trải nghiệm đi thuyền trên sông Ngô Đồng qua 3 hang động (Vé + Đò).	7:30	17:00		4.5	15984	67	tam_coc_bich_dong.png				Ninh Hải	Hoa Lư	Ninh Bình	20.2164248600217,105.937756074958	Tam Coc - Bich Dong
Chùa Bái Đính	0	Khu du lịch tâm linh	Quần thể chùa lớn nhất Đông Nam Á với nhiều kỷ lục (Vé xe điện ~60k, Bảo tháp ~50k).	7:00	18:00	0913899135	4.9	21568	77	chua_bai_dinh.png			Xóm 6		Hoa Lư	Ninh Bình	20.2680598010127,105.855946678656	Bái Đính Pagoda
Hang Múa	100.000 VNĐ	Danh lam thắng cảnh	"Vạn Lý Trường Thành thu nhỏ", điểm check-in leo núi ngắm toàn cảnh Tam Cốc tuyệt đẹp.				4.6	556	65	hang_mua.png				Ninh Hải	Hoa Lư	Ninh Bình	20.2292694054728,105.933081890939	Hang Múa
Cố đô Hoa Lư	20.000 VNĐ	Di tích lịch sử	Kinh đô đầu tiên của nhà nước phong kiến tập quyền Việt Nam, nơi thờ vua Đinh và vua Lê.	7:00	17:00		4.2	10546	60	co_do_hoa_lu.png				Trường Yên	Hoa Lư	Ninh Bình	20.2844965424441,105.908789853418	Hoa Lu Ancient Capital
