																					
id	name	sumary	desciption	rating	reviewCount	popularity	tags	openTime	closeTime	priceVND	houseNumber	street	   ward	district	city	Tọa độ	URL	phone	Img name	dwell	Img url
69	Khuê Restaurant	Nhà hàng ẩm thực không biên giới (Á Âu) cao cấp, nằm trên tầng cao khách sạn, với không gian lãng mạn và món bò bít tết nổi tiếng.	Áp dụng triết lý "Ẩm thực không biên giới", kết hợp nguyên liệu Việt với kỹ thuật hiện đại. Không gian decor sang trọng, thích hợp cho các cặp đôi và sự kiện đặc biệt. Tọa lạc tại Tầng 12 khách sạn Hanoi Le Jardin Hotel & Spa.	4.9	1,309	99	Món Âu, Bít tết, Cao cấp, Lãng mạn, Check-in, Ăn trưa, Ăn tối	11:00	10:00	400,000 - 600,000	46A	P. Nguyễn Trường Tộ	Trúc Bạch	Ba Đình	Hà Nội	21.04330086658578, 105.84437292158846	https://www.google.com/maps/place/Khu%C3%AA+Restaurant/@21.0431006,105.8437882,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab1d2c7c34a5:0x8a88b93baa80ce68!8m2!3d21.0431006!4d105.8437882!16s%2Fg%2F11j4m17ntf?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	384686859	khue_restaurant_png	120	https://lh3.googleusercontent.com/p/AF1QipOadGYsTYYJLQz6Q4fBDrL3IFf4Bg_aOz5_unFf=w408-h272-k-no
70	Tám Riêu - Phan Xích Long	Quán ăn chuyên các món dân dã, đặc sản từ cua đồng và ẩm thực miệt vườn Tây Nam Bộ, nổi tiếng với Lẩu Cua Đồng.	Không gian mộc mạc, ấm cúng và gần gũi, phù hợp cho bữa ăn gia đình. Thực đơn đa dạng với Bún Riêu, Lẩu Cua Đồng, và các món mẹt đồng quê.	4.8	1,850	99	Món Việt, Dân dã, Lẩu Cua Đồng, Bún Riêu, Miền Tây, Ăn trưa, Ăn tối	10:30 AM	9:30:00 PM	100,000 - 250,000	235	Phan Xích Long	Phường 2	Phú Nhuận	Hồ Chí Minh 	10.799323593013106, 106.68615935767163	https://www.google.com/maps/place/T%C3%A1m+Ri%C3%AAu+-+Phan+X%C3%ADch+Long/@10.7990812,106.6861379,17z/data=!3m1!4b1!4m6!3m5!1s0x317529441b39afe9:0x472e93f084b07cb8!8m2!3d10.7990812!4d106.6861379!16s%2Fg%2F11fmvbz8d_?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	334626060	tam_rieu_phan_xich_long_png	90	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw6HdRbY6M11xCQtgTC-vY59AGc5JWjOANDAeJmSOa5dR2aR63dtyGGIM31tP7BRDCaAnMMiR6U--LcXUaGxI_B6kTv-kLChTIKhnsxc3tPXzo90bwSMBT6HABqrVZaIpTyqJO0TAtu5H0=w408-h306-k-no
71	Happy Thái Thủ Đức	Nhà hàng chuyên ẩm thực Thái Lan chính thống, nổi tiếng với các món Tom Yum và Pad Thái đậm vị.	Không gian hiện đại, trang trí theo phong cách Thái Lan, được yêu thích vì hương vị chuẩn Thái và dịch vụ thân thiện. Phù hợp cho giới trẻ và gia đình.	4.8	2,753	94	Món Thái, Cay, Ăn trưa, Ăn tối, Gia đình	11:00 AM	10:00 PM	150,000 - 300,000	20	Đoàn Kết	Bình Thọ	Thủ Đức	Hồ Chí Minh 	10.847416931285874, 106.76857581534327	https://www.google.com/maps/place/Happy+Th%C3%A1i+Th%E1%BB%A7+%C4%90%E1%BB%A9c-M%C3%B3n+Th%C3%A1i+Ngon+Tuy%E1%BB%87t/@10.8472378,106.7685329,17z/data=!3m1!4b1!4m6!3m5!1s0x3175275599f8a249:0x4e45016d1267bb80!8m2!3d10.8472378!4d106.7685329!16s%2Fg%2F11rn09dccd?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	908894554	happy_thai_thu_duc_png	90	https://lh3.googleusercontent.com/p/AF1QipPJ1ua1yvTauIhzuUtzK0tKQMta6wk1yZJu733d=w408-h544-k-no
72	Nhà hàng Bên Sông	Nhà hàng hải sản và món Việt có không gian mở, thoáng mát, nằm sát bờ sông Sài Gòn.	Địa điểm lý tưởng cho các buổi tiệc ngoài trời, tiệc công ty hoặc gia đình. Chuyên phục vụ hải sản tươi sống và các món ăn đồng quê, miền Tây.	4.3	6,979	84	Hải sản, Món Việt, Bên sông, Tiệc, Gia đình, Ăn tối	10:00 AM	10:00 PM	200,000 - 400,000	88	Đ. Số 26	Hiệp Bình Chánh	Thủ Đức	Hồ Chí Minh 	10.829889968312743, 106.73312377486562	https://www.google.com/maps?cid=5995447062143180934&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	911095000	nha_hang_ben_song_png	90	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz9XD4dF1nlmenmLB4jhLOp-oBYTRQgGTUacauh2bsL6B5MLCiefAQ-ZfX2jAtw2GJVZnN6Lwc7rcBhHXGdG4sY_lbbFK22zfbKVDBQEkhK2F1N4_VtQ6lv3b9__dqnDA783mlLWnD2IfSS=w408-h306-k-no
73	Nhà Hàng Không Gian	Nhà hàng chuyên món Việt và hải sản, nổi bật với không gian vườn rộng rãi, nhiều cây xanh.	Không gian yên tĩnh, lãng mạn, thích hợp cho các buổi hẹn hò, tiệc liên hoan. Phục vụ đa dạng từ món Á đến Âu, nhưng tập trung chính vào món Việt truyền thống.	4.4	508	85	Món Việt, Hải sản, Không gian vườn, Lãng mạn, Ăn tối, Ăn khuya	10:00 AM	12:00 AM	250,000 - 450,000		Đ. Số 23	Khu Phố 5	Thủ Đức	Hồ Chí Minh 	10.82589135785661, 106.72971714602981	https://www.google.com/maps?cid=7738051391840078177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	937053388	nha_hang_khong_gian_png	120	https://lh3.googleusercontent.com/p/AF1QipM9nunuHuG8z7T2_jrSELPacBVTRe52ILrg3KfV=w408-h516-k-no
74	Nhà hàng Sesan	Nhà hàng tiệc cưới và ẩm thực cao cấp, nổi tiếng với sự kết hợp của món Á - Âu và không gian sang trọng.	Sesan thường được biết đến là trung tâm tổ chức tiệc, nhưng cũng phục vụ các suất ăn cao cấp. Thiết kế hiện đại, dịch vụ chuyên nghiệp.	4.3	3,232	84	Tiệc, Cao cấp, Món Á-Âu, Hội nghị, Ăn trưa, Ăn tối	10:00 AM	11:00 PM	300,000 - 600,000	14	Einstein	Bình Thọ	Thủ Đức	Hồ Chí Minh 	10.844029307829695, 106.7669315306865	google.com/maps?cid=12305174245842597989&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	968100100	nha_hang_sesan_png	120	https://lh3.googleusercontent.com/p/AF1QipPUbyYIBvmU3B1ozEfVCioZNVThCd0WYzPlEABI=w408-h271-k-no
75	Nhà hàng Sepia	Nhà hàng phục vụ món Việt và hải sản trong không gian sang trọng, thích hợp cho các buổi tiệc và sự kiện.	Được biết đến với kiến trúc độc đáo, Sepia cung cấp trải nghiệm ẩm thực đa dạng với các món Việt được chế biến công phu. Thường xuyên tổ chức tiệc sinh nhật, họp mặt.	4.2	2,546	81	Món Việt, Hải sản, Tiệc, Sang trọng, Ăn sáng, Ăn trưa, Ăn tối	8:00 AM	10:00 PM	250,000 - 450,000	1	Khổng Tử	Bình Thọ	Thủ Đức	Hồ Chí Minh 	10.843528319992814, 106.7694749	https://www.google.com/maps/place/Nh%C3%A0+h%C3%A0ng+Sepia/@10.8432965,106.7694749,17z/data=!3m1!4b1!4m6!3m5!1s0x317527a76d47a8f3:0xc1e9dc5ad0c47094!8m2!3d10.8432965!4d106.7694749!16s%2Fg%2F11c3_d01zq?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	981100300	nha_hang_sepia_png	120	https://lh3.googleusercontent.com/p/AF1QipNfU9tlgTGffK6EuSclwopkhK7A1o6uoAGOeBZd=w408-h272-k-no
76	Phố Nhật Quán	Quán chuyên món Nhật bình dân, nổi tiếng với Sushi, Sashimi và Buffet giá phải chăng.	Không gian nhỏ nhắn, ấm cúng, decor phong cách Nhật Bản. Phục vụ cả gọi món và Buffet (khoảng 199.000 VNĐ/người). Thích hợp cho những tín đồ ẩm thực Nhật bình dân.	4.8	456	99	Món Nhật, Sushi, Sashimi, Buffet, Bình dân, Ăn trưa, Ăn tối	10:00 AM	10:00 PM	150,000 - 250,000	43/19	Hoàng Diệu	Phường 12	Quận 4	Hồ Chí Minh 	10.764575820772775, 106.7064187711642	https://www.google.com/maps/place/Ph%E1%BB%91+Nh%E1%BA%ADt+Qu%C3%A1n/@10.7643861,106.7064295,17z/data=!3m1!4b1!4m6!3m5!1s0x31752fe6c911f00d:0x88d8f7fdc273c306!8m2!3d10.7643861!4d106.7064295!16s%2Fg%2F11jzncfth9?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	909138797	pho_nhat_quan_png	90	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxXmXdPpvgdDykO6FPdX76KZ8gVEHySE-Q9uYbo1J5v_8hMwt8QXcL4juF3wmvzfsKCC_4n-oXp4Zh5Rf3FKnj6KRZvNptpYC0eAMqp6hsclZRC8RyyYjsyONWCpMA22QAiOkDcAQ=w408-h544-k-no
77	Elisa Floating Restaurant	Nhà hàng nổi lớn nhất trên sông Sài Gòn, thiết kế hình 3 cánh buồm, phục vụ ẩm thực Á - Âu cao cấp.	Mang đến trải nghiệm ăn tối sang trọng trên du thuyền, ngắm cảnh thành phố về đêm. Phục vụ set menu (Á, Âu, Việt, Hoa, Nhật) với nhạc sống lãng mạn. Thích hợp cho sự kiện, tiệc và hẹn hò đặc biệt.	4.4	1,385	99	Du thuyền, Cao cấp, Ăn tối, Lãng mạn, Món Á-Âu, Hải sản, Check-in	10:00 AM	11:00 PM	1,000,000 - 2,000,000+	5	Đ. Nguyễn Tất Thành	Phường 13	Quận 4	Hồ Chí Minh 	10.768322837746751, 106.70775488650744	https://www.google.com/maps/place/Elisa+Floating+Restaurant/@10.7680488,106.7077227,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f426fe8753b:0xfce93a4421eeb99c!8m2!3d10.7680488!4d106.7077227!16s%2Fg%2F1q665w0nv?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	938568182	elisa_floating_restaurant_png	120	https://lh3.googleusercontent.com/p/AF1QipP2OPfH84Ve2CKoHqbQCUvFv0I25TKZI-QVociW=w502-h240-k-no
78	Hàng Dương Sakura	Nhà hàng nổi tiếng với hải sản tươi sống, cá khủng và ẩm thực kết hợp Việt - Nhật (Sakura).	Không gian sang trọng, rộng rãi, chuyên phục vụ hải sản cao cấp và các món cá độc lạ. Phần Sakura tập trung vào các món Nhật Fusion như Sushi, Mì Udon. Lý tưởng cho chiêu đãi đối tác, tiệc gia đình.	4.1	1,621	98	Hải sản, Cao cấp, Cá khủng, Món Việt, Món Nhật, Tiệc, Ăn trưa, Ăn tối	9:00 AM	11:00 PM	300,000 - 800,000+	224	Đ. Số 48	Phường 2	Quận 4	Hồ Chí Minh 	10.759090966856558, 106.69870398651499	https://www.google.com/maps/place/H%C3%A0ng+D%C6%B0%C6%A1ng+Sakura/@10.7585979,106.6982293,15.83z/data=!4m6!3m5!1s0x31752f12dc66d2c9:0x11e893302c08ffc3!8m2!3d10.7587853!4d106.6986718!16s%2Fg%2F1tfttg9y?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	18009478	hang_duong_sakura_png	120	https://lh3.googleusercontent.com/p/AF1QipP2eS6I49sC7ytxw4me2MKM1sWN2drBMwOAAgnO=w408-h272-k-no
79	MỘC Riêu & Nướng	Quán chuyên lẩu Riêu và các món nướng than hoa, nổi tiếng với hương vị đậm đà và không gian ấm cúng, dân dã.	MÓN ĂN ĐẶC TRƯNG: Lẩu Riêu Cua Bắp Bò, các món nướng như sườn nướng, ba chỉ nướng. Phục vụ theo phong cách quán nhậu bình dân, thích hợp cho nhóm bạn bè, gia đình.	4.6	2,460	90	Lẩu Riêu, Thịt nướng, Bình dân, Ăn tối, Nhóm bạn	11:00 AM	11:00 PM	150,000 - 300,000	9A	Đ. Lam Sơn	Phường 2	Tân Bình	Hồ Chí Minh 	10.808120893305128, 106.66633228465673	google.com/maps?cid=5254244090520292263&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	909282096	moc_rieu_nuong_png	90	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSymW7P_QJDvRI8zhMvDR4lXf1rWkMQ0TycYMjbDP6XmHKHpmaR1zln8fxU1Uo0EAYZoEJ9CcDGK-TeHXWuIgAqqYqi8YbWcieucVg3yiUl04N5EUF2J6Jqn2ijhbVV25JNWowkC7w=w408-h355-k-no
80	Nhà hàng Quá Ngon	Nhà hàng hải sản và đặc sản Việt Nam nổi tiếng, chuyên phục vụ các món ăn cao cấp, độc lạ.	Quá Ngon nổi bật với các món như Heo sữa quay, Xôi chiên phồng, và hải sản tươi sống. Không gian sang trọng, lịch sự, thích hợp cho chiêu đãi, tiệc công ty và gia đình.	4.5	2,656	92	Hải sản, Món Việt, Đặc sản, Tiệc, Cao cấp, Ăn trưa, Ăn tối	9:00 AM	10:30 PM	300,000 - 600,000+	306 308	Đ. Lê Văn Sỹ	Phường Tân	Tân Bình	Hồ Chí Minh 	10.79698313381476, 106.6651047269851	https://www.google.com/maps?cid=4185340445097556728&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	906797932	nha_hang_qua_ngon_png	90	https://lh3.googleusercontent.com/p/AF1QipMyyxB_vHm7i3GyyTDqBVgOh-zWcawsJw9qlgUX=w408-h272-k-no
81	Ẩm Thực Quê Nhà Quận Tân Bình	Nhà hàng chuyên ẩm thực đồng quê Việt Nam, mang đến hương vị dân dã, thân thuộc với các món ăn 3 miền.	Không gian trang trí mộc mạc, gần gũi. Thực đơn đa dạng với các món ăn truyền thống, đồng quê như Lẩu Mắm, Cá Lóc Nướng Trui, thích hợp cho bữa ăn gia đình và họp mặt thân mật.	4.1	1,969	80	Món Việt, Đồng quê, Dân dã, Gia đình, Ăn trưa, Ăn tối	9:00 AM	11:00 PM	150,000 - 300,000	52A	Đ. Nguyễn Thái Bình	Phường 4	Tân Bình	Hồ Chí Minh 	10.799349970652528, 106.65531433068654	https://www.google.com/maps/place/%E1%BA%A8m+Th%E1%BB%B1c+Qu%C3%AA+Nh%C3%A0+Qu%E1%BA%ADn+T%C3%A2n+B%C3%ACnh/@10.7990865,106.6552285,17z/data=!3m1!4b1!4m6!3m5!1s0x3175292e3b0b08b3:0x75fd454bd95a776d!8m2!3d10.7990865!4d106.6552285!16s%2Fg%2F11g8czxflt?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	966606026	am_thuc_que_nha_tan_binh_png	90	https://lh3.googleusercontent.com/p/AF1QipP-bNVzlSpO3jLnfi7XGIcAczHQrubG-jlbV1N5=w408-h272-k-no
82	Hải Sản Hoàng Gia CN Tân Sơn Nhì	Chuỗi nhà hàng hải sản cao cấp nổi tiếng với hồ chứa hải sản sống, đảm bảo độ tươi ngon tuyệt đối.	Không gian sang trọng, phục vụ chuyên nghiệp. Chuyên các món chế biến từ hải sản quý hiếm (cua Alaska, tôm hùm) và các món hải sản quen thuộc với giá cả tương xứng chất lượng.	4.9	326	95	Hải sản, Cao cấp, Tươi sống, Tiệc, Ăn trưa, Ăn tối	8:00 AM	11:00 PM	300,000 - 800,000+	367	P	Tân Sơn Nhì	Tân Phú	Hồ Chí Minh 	10.794809162726386, 106.62935364417906	https://www.google.com/maps?cid=17505488690702171046&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	906789543	hai_san_hoang_gia_tsn_png	120	https://lh3.googleusercontent.com/p/AF1QipOI1Fqnmfcq6Xu_Qf8dCThDn1JTAvObYbtqoDoQ=w408-h305-k-no
83	Hệ thống Nhà hàng Trại Dê	Nhà hàng chuyên các món ăn đặc sắc từ thịt Dê tươi (Dê núi Ninh Bình), nổi tiếng với hương vị độc đáo và tốt cho sức khỏe.	MÓN ĂN ĐẶC TRƯNG: Dê Tái Chanh, Lẩu Dê, Dê Nướng Tảng. Không gian thoáng đãng, thích hợp cho các buổi nhậu, tụ họp gia đình. Được biết đến là địa điểm uy tín cho các món Dê.	4.8	1,118	94	Thịt Dê, Đặc sản, Lẩu, Ăn trưa, Ăn tối, Nhóm bạn	11:00 AM	11:00 PM	200,000 - 400,000	90	Đ. Lũy Bán Bích	Tân Thới Hoà	Tân Phú	Hồ Chí Minh 	10.766679579341881, 106.63211895767164	https://www.google.com/maps?cid=9279068925057291275&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	888139035	he_thong_nha_hang_trai_de_png	120	https://lh3.googleusercontent.com/p/AF1QipOcD6QTWIChsoucIrtGVX6DKxBKnpRAXsrxjXbB=w408-h306-k-no
84	Nhân Phát Premium - 257 Trương Vĩnh Ký	Chi nhánh cao cấp của chuỗi Nhân Phát, chuyên các món ăn Việt, đặc biệt là hải sản và các món ăn đồng quê.	Không gian được đầu tư sang trọng hơn, thường xuyên tổ chức tiệc. Nổi tiếng với chất lượng món ăn ổn định và menu phong phú, từ món ăn bình dân đến cao cấp.	4.7	2,800	93	Món Việt, Hải sản, Đồng quê, Tiệc, Sang trọng, Ăn trưa, Ăn tối	11:00 AM	11:00 PM	250,000 - 500,000	257	Trương Vĩnh Ký	Tân Sơn Nhì	Tân Phú	Hồ Chí Minh 	10.794439643020729, 106.6309431306865	https://www.google.com/maps/place/Nh%C3%A2n+Ph%C3%A1t+Premium+-+257+Tr%C6%B0%C6%A1ng+V%C4%A9nh+K%C3%BD,+P.T%C3%A2n+Th%C3%A0nh,+Q.T%C3%A2n+Ph%C3%BA/@10.7949629,106.6306559,20.07z/data=!4m6!3m5!1s0x31752927a7d5de6f:0xc4a012b44b69c000!8m2!3d10.7940497!4d106.6308573!16s%2Fg%2F11fnvctrcb?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	888350325	nhan_phat_premium_tvk_png	120	https://lh3.googleusercontent.com/p/AF1QipPVQuqFKl_TCxl_dgQmcWwOYfdqyxVH72ywTUoT=w469-h240-k-no
85	Nhà Hàng Mako Tên Lửa	Nhà hàng chuyên hải sản và lẩu nướng Nhật Bản/Hàn Quốc, nổi tiếng với không gian buffet sang trọng và đa dạng món ăn.	Phục vụ các món nướng (thịt bò, hải sản) và các loại lẩu theo phong cách Á Đông. Không gian rộng rãi, hiện đại, thích hợp cho tiệc liên hoan, gia đình.	4.9	1,857	96	Hải sản, Buffet, Lẩu Nướng, Món Nhật, Món Hàn, Ăn trưa, Ăn tối	10:00 AM	10:00 PM	250,000 - 450,000	2-4-2006	Đường số 28	Bình Trị Đông B	Bình Tân	Hồ Chí Minh 	10.752123169089296, 106.61456516931348	https://www.google.com/maps?cid=16779651189842603244&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	2866816789	nha_hang_mako_ten_lua_png	120	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwabsXkNWPpNouusQCKiG7lN422iPVTYLyixY8y0g3zLGoTTIqJyK0PoVVjcqdLELPMnzfNvtjR0ci2ReT067ajtheRKWhz7xtAfxeZi4CC7NrlOrqUdEG4TSImG8wwTKQk3XxXSQ=w408-h306-k-no
86	Reski Tên Lửa	Nhà hàng chuyên ẩm thực gia đình, món Việt, và đặc biệt là các món nướng (BBQ), với không gian ấm cúng và sân vườn thoáng mát.	MÓN ĂN ĐẶC TRƯNG: Các món lẩu và nướng đa dạng. Phục vụ chuyên nghiệp, là địa điểm quen thuộc của cư dân khu vực Tên Lửa cho các buổi họp mặt thân mật.	4.7	715	91	Món Việt, BBQ, Lẩu, Gia đình, Ăn trưa, Ăn tối	11:00 AM	11:00 PM	200,000 - 400,000	226-228-230	Đ. Tên Lửa	Bình Trị Đông B	Bình Tân	Hồ Chí Minh 	10.748545155720763, 106.61192894047767	https://www.google.com/maps?cid=16996460891641237274&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	988002730	reski_ten_lua_png	120	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxWmFjpc1k3TBIMQpTqgSTeRYjqJLdULo__pwp6rApvtFsCWIludumuOuOP_hjMv4uxjnD2MyTbi0vNYZ0LVn0kxO2HSnwTv49e1Hon8XF7WDwm-91gWnyHLoczevRzUAaafmA=w408-h408-k-no
87	Nhà hàng Hải Hoàng - CN Bình Tân	Quán ăn chuyên về các món cơm, phở và lẩu bình dân, phục vụ bữa ăn nhanh và các món điểm tâm.	Địa điểm lý tưởng cho bữa sáng và trưa văn phòng, với mức giá phải chăng. Món ăn chủ yếu là các món Việt truyền thống, tập trung vào tốc độ và sự tiện lợi.	4.3	289	83	Món Việt, Cơm, Phở, Bình dân, Ăn sáng, Ăn trưa	7:00 AM	2:00 PM	50,000 - 150,000	239	Đ. Vành Đai Trong	Bình Trị Đông B	Bình Tân	Hồ Chí Minh 	10.749533811380239, 106.6149821460298	https://www.google.com/maps/place/Nh%C3%A0+h%C3%A0ng+H%E1%BA%A3i+Ho%C3%A0ng+-+CN+B%C3%ACnh+T%C3%A2n/@10.749323,106.6148534,17z/data=!3m1!4b1!4m6!3m5!1s0x31752d342bc6e245:0xfd8b351ea5d36cdf!8m2!3d10.749323!4d106.6148534!16s%2Fg%2F11h_d68ym9?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	938624368	nha_hang_hai_hoang_binh_tan_png	60	https://lh3.googleusercontent.com/p/AF1QipMEympMwrwlJx1sHc99fYq29QETV-D_Jfw85Eey=w408-h306-k-no
88	Nhà Của Piêu	Quán ăn chuyên ẩm thực Tây Bắc/Cao nguyên đá (Món Thái, Lào) với không gian độc đáo, mang đậm chất núi rừng.	Nổi tiếng với các món đặc trưng như: Lẩu cá hồi/cá lăng, xôi nếp nương, các món nướng bản địa. Không gian trang trí mộc mạc, có nhiều góc chụp ảnh đẹp. Thích hợp cho nhóm bạn bè, trải nghiệm ẩm thực lạ.	4.8	911	90	Món Thái, Món Lào, Lẩu, Thịt nướng, Phong cách Tây Bắc, Ăn tối, Độc lạ	4:00 PM	11:00 PM	150,000 - 350,000	42/68	Đ. Ung Văn Khiêm	Phường 25	Bình Thạnh	Hồ Chí Minh 	10.80826948510254, 106.71255485582094	https://www.google.com/maps/place/Nh%C3%A0+C%E1%BB%A7a+Pi%C3%AAu/@10.8081641,106.7126085,17z/data=!3m1!4b1!4m6!3m5!1s0x317529c9300f414f:0xe6ed5249f67ded85!8m2!3d10.8081641!4d106.7126085!16s%2Fg%2F11tsj_n3s9?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	769231368	nha_cua_pieu_png	120	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxZTN4xzo_hYwaPz8JEeueaiTXveju3YBTLPi3LdCpAWILfMyPf6N-uzjD_H0ZYvLB_MN1tLW9xPLzHgQ9icvwYwcf7z5MTkAU1UsapVcHUd9Tq0nuivN0tUpcNErc_spECdsc=w408-h418-k-no
89	Ram Quảng Ngon	Quán chuyên ẩm thực miền Trung, đặc biệt là các món đặc sản Quảng Nam như Ram, Mì Quảng, Bánh bèo, Bánh tráng cuốn thịt heo.	Ram cuốn là món nổi tiếng nhất, với nhân tôm thịt đậm đà, cuốn bằng bánh đa giòn tan. Địa điểm ăn trưa, tối quen thuộc của người yêu thích ẩm thực miền Trung. Không gian bình dân, sạch sẽ.	4.8	1,762	92	Món Quảng, Món miền Trung, Ram, Mì Quảng, Bánh bèo, Bình dân, Ăn trưa, Ăn tối	10:00 AM	9:00 PM	50,000 - 150,000	55 Hẻm 36	Đ. D2	Phường 25	Bình Thạnh	Hồ Chí Minh 	10.803996927908193, 106.71616444047766	https://www.google.com/maps?cid=5835718128104169869&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	937619677	ram_quang_ngon_png	60	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxqcDHD1G6MXbouhZYc6kPk0XNW9cbXxh7Te1eGQs5MTg4Da4dnABch3rNjYeO6I0O2fcIbQ6xdRi2YQ3tQCTrhCNWWoIXCnxduVE7TScSdkP2WwyRd7zX52UtOl34pQHIHNW_pyw=w408-h544-k-no
90	Nhà hàng Ba Son	Nhà hàng chuyên các món ăn Việt Nam truyền thống, chú trọng vào không gian lịch sự, ấm cúng và chất lượng món ăn gia đình.	Thực đơn đa dạng với các món lẩu, hải sản, và các món cơm/canh truyền thống. Vị trí gần khu vực trung tâm/Vinhomes, thường được chọn để tiếp khách hoặc họp mặt gia đình.	4.6	229	88	Món Việt, Hải sản, Gia đình, Lẩu, Ăn trưa, Ăn tối, Lịch sự	10:00 AM	11:00 PM	200,000 - 450,000	23/6	Nguyễn Hữu Cảnh	Phường 22	Bình Thạnh	Hồ Chí Minh 	10.789880083145754, 106.71509583068651	https://www.google.com/maps/place/Nh%C3%A0+h%C3%A0ng+Ba+Son/@10.7912647,106.7136413,18.36z/data=!4m6!3m5!1s0x31752920ed7ce91d:0x4509153df01c55fb!8m2!3d10.7896693!4d106.71501!16s%2Fg%2F11s8w8y8mp?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	962886783	nha_hang_ba_son_png	120	https://lh3.googleusercontent.com/p/AF1QipMCyOX7axHtz54A4jeyxnB0IoTOWe-HSTDc_1Dp=w408-h272-k-no
91	Nhà Hàng Lẩu Reski Quận 7	Nhà hàng chuyên Lẩu và món Á, nổi tiếng với các món lẩu tươi ngon, chất lượng 3 sao với mức giá phải chăng.	Thực đơn đa dạng các loại lẩu như Lẩu Riêu Cua, Lẩu Tom Yum, Lẩu Tứ Xuyên. Nổi bật với các món nhúng như Tôm xẻ bướm, Gù hoa, Bò sốt Reski. Không gian hiện đại, ấm cúng, phù hợp cho gia đình và tiệc nhóm.	4.7	725	91	Lẩu, Món Á, Buffet, Gia đình, Hẹn hò, Ăn tối	11:00 AM	1:00 AM	220,000 - 350,000	436	Đ. Nguyễn Thị Thập	Tân Quy	Quận 7	Hồ Chí Minh 	10.739579218330444, 106.7080807288358	https://www.google.com/maps?cid=260783678774436435&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	988871793	reski_hotpot_q7_png	120	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7PaRfBors5gRQONFL45zKIlnudEh_Giz8efigFt9EYDxEske_-ecVHwg95dHLwvWyUYCfKv8k_koYL-qclPKrALkOG8IYqjXGT4kF81y5XWVS4LiE_ssu3CpSkBNOeHgOdPwUNRNbuWc=w408-h306-k-no
